,train_acc,train_loss,train_miou,train_class_acc,val_acc,val_loss,val_miou,val_class_acc
42,0.9416822071050424,0.32798838992913565,0.8913067467702676,[0.94168221 0.99115137],0.904929601754376,0.340859846274058,0.8294110541546416,[0.9049296  0.98338466]
43,0.9394329476850989,0.32848576496044796,0.8880918961906228,[0.93943295 0.99093232],0.8453449655335431,0.3492068250974019,0.7781707260102468,[0.84534497 0.98419124]
44,0.8970502737949746,0.3381035428245862,0.8240757312196003,[0.89705027 0.98597378],0.8727238548422983,0.3444629192352295,0.8057333772091462,[0.87272385 0.98467702]
45,0.9298044211205199,0.3308480071028074,0.8717444277473582,[0.92980442 0.98954765],0.8742475097900095,0.3426285783449809,0.8149550731617408,[0.87424751 0.98670144]
46,0.9368868248360908,0.3291275557875633,0.8835489375546683,[0.93688682 0.9905373 ],0.8860627634519049,0.3417214016119639,0.8212479987754053,[0.88606276 0.98558352]
47,0.9417845124413983,0.327981261909008,0.8914919412145595,[0.94178451 0.99116239],0.9027030809386356,0.34063653548558553,0.8303875068444445,[0.90270308 0.98420566]
48,0.9425208611347625,0.3278027735153834,0.8926553343075759,[0.94252086 0.99125158],0.9013040282418261,0.3405235528945923,0.8290378666073515,[0.90130403 0.98418791]
49,0.9448031509468044,0.3272715292374293,0.8964766657492178,[0.94480315 0.99154418],0.8865045701027169,0.34088568290074667,0.8256549419592314,[0.88650457 0.98657278]
50,0.9466873036686737,0.3267693816622098,0.8999159069222337,[0.9466873  0.99185134],0.9003329161710774,0.3402973333994547,0.8315417688276391,[0.90033292 0.9849128 ]
51,0.9477844443165979,0.3265125343203545,0.9017547976806296,[0.94778444 0.99199735],0.903785888848311,0.340267413854599,0.8326542347124126,[0.90378589 0.9843417 ]
52,0.9484736137212938,0.3263474403818448,0.9029485794875878,[0.94847361 0.99209672],0.90518743189281,0.34030219713846843,0.833021418974583,[0.90518743 0.98414411]
53,0.9491614416324675,0.32619080126285555,0.9040924278223114,[0.94916144 0.99217599],0.9058520859500345,0.3403408189614614,0.8322169775609422,[0.90585209 0.98375635]
54,0.9495947353076594,0.3260848162571589,0.9048080289635173,[0.94959474 0.99223932],0.8963367674442283,0.3407356897989909,0.8286822113697202,[0.89633677 0.98511839]
55,0.950082614182811,0.3259961191813151,0.9054923579594021,[0.95008261 0.99227935],0.9022114671629947,0.34059493740399677,0.8309728937542545,[0.90221147 0.98427036]
56,0.950066222246183,0.32598287999629977,0.9055222555629702,[0.95006622 0.99228661],0.8963336756707881,0.34053361813227334,0.8303603703030913,[0.89633368 0.9855528 ]
57,0.9509216456500156,0.3257481262087822,0.9071261656142688,[0.95092165 0.99243665],0.905916222442152,0.3404725770155589,0.8323810904345862,[0.90591622 0.98381381]
58,0.9515208768660189,0.3256149007876714,0.9080961816137142,[0.95152088 0.99250624],0.9039343345837455,0.3403344730536143,0.8317943151357134,[0.90393433 0.98420045]
59,0.951280098667934,0.3256579547127088,0.9077334462235871,[0.9512801 0.9924857],0.9010515135269072,0.34034764766693115,0.8308993882062018,[0.90105151 0.98463849]
60,0.9515974490548174,0.32557946562767026,0.9083282577355046,[0.95159745 0.99253805],0.8926945151438275,0.34078333775202435,0.8282897854654357,[0.89269452 0.98572085]
61,0.9530644278639729,0.32522476424773533,0.9109841505561089,[0.95306443 0.99275261],0.8942306304390953,0.34094561338424684,0.8282828178651964,[0.89423063 0.98552628]
62,0.9537580472185323,0.3250628818074862,0.9120530041982645,[0.95375805 0.99283181],0.9054531076103546,0.3404165724913279,0.8318692693147546,[0.90545311 0.98398752]
63,0.9541674224686616,0.3249545462926229,0.9128298258563278,[0.95416742 0.9929084 ],0.9035528731837782,0.3404000798861186,0.8320312226281629,[0.90355287 0.98428404]
64,0.9549075687132351,0.3247835444410642,0.9140509646078065,[0.95490757 0.99299569],0.899949162446861,0.3403686841328939,0.8313515658377333,[0.89994916 0.98511315]
65,0.955243260335101,0.32468616505463915,0.9147705489199349,[0.95524326 0.99306678],0.9066032375621299,0.34038008252779645,0.8334054321809989,[0.90660324 0.98388661]
66,0.9557745879936346,0.32457862198352816,0.9156275915029735,[0.95577459 0.9931214 ],0.8899661346188963,0.3408544460932414,0.8276228997487741,[0.88996613 0.98628574]
67,0.9560683846622914,0.3244829917947451,0.9162029341050961,[0.95606838 0.99318813],0.8998528375089099,0.3405420164267222,0.8306496958464692,[0.89985284 0.98484999]
68,0.9572917313080808,0.3242030629515648,0.9183016347594175,[0.95729173 0.99335345],0.9027735126675223,0.3405611336231232,0.8316272123947871,[0.90277351 0.98428944]
69,0.9573356867426986,0.3241786320010821,0.9184612532370369,[0.95733569 0.99335952],0.8889170652274095,0.3428565224011739,0.8183286279559192,[0.88891707 0.98430422]
70,0.955435557728795,0.3246452509363492,0.9150184956050081,[0.95543556 0.99307889],0.9025651625633985,0.3411114811897278,0.8283560004139109,[0.90256516 0.98368468]
71,0.9585316263758472,0.32387937198082606,0.9206047115369649,[0.95853163 0.99354723],0.9000408830253364,0.3411458055178324,0.8280315493334264,[0.90004088 0.98409055]
72,0.9594495394024337,0.3236633587876956,0.922231115620632,[0.95944954 0.99367924],0.8954279487466424,0.34119513432184856,0.8271222005954748,[0.89542795 0.98519293]
73,0.9594879625174482,0.32365451792875927,0.9222072272279358,[0.95948796 0.99367499],0.8963178754556111,0.3411627988020579,0.8272212756399431,[0.89631788 0.98486616]
74,0.9604494589751941,0.3234021375576655,0.9240454877275,[0.96044946 0.99383479],0.8945274981564723,0.3412023921807607,0.8267187285975662,[0.8945275  0.98507702]
75,0.9614072513994739,0.3231834951043129,0.9256980463116252,[0.96140725 0.99395812],0.8929567012102273,0.3418986399968465,0.8245114022759898,[0.8929567  0.98479309]
76,0.9619339222610159,0.3230415654182434,0.9267024056178692,[0.96193392 0.99405053],0.8996705163357728,0.34144510825475055,0.8258951224744103,[0.89967052 0.98372843]
77,0.9625405138924106,0.3228959901134173,0.9278061959535457,[0.96254051 0.99413637],0.9003701110458889,0.34162585536638895,0.8253811011312897,[0.90037011 0.98358723]
78,0.962648639785558,0.32285337189833324,0.9280723664441124,[0.96264864 0.99416073],0.894643254954376,0.34185132185618083,0.8239129953121591,[0.89464325 0.9846006 ]
79,0.963179908035275,0.3227374332149823,0.9289788208015106,[0.96317991 0.99423334],0.8983140186920991,0.34146697918574015,0.8257806053024065,[0.89831402 0.98405805]
80,0.9635473677405776,0.3226257784167926,0.9296792592529877,[0.96354737 0.99430548],0.9020776833815893,0.34126247962315875,0.8284487861293405,[0.90207768 0.98372741]
81,0.9644195247229977,0.3224205339948336,0.9312701976957601,[0.96441952 0.99442949],0.900182590252451,0.34143617153167727,0.8273173579457346,[0.90018259 0.98383259]
82,0.9644030558185144,0.32240525593360264,0.9313500003477634,[0.96440306 0.99444068],0.8984402172792068,0.3420769254366557,0.824067156122246,[0.89844022 0.98348858]
83,0.9653657280186603,0.3221866989135742,0.9329735872688878,[0.96536573 0.99456829],0.903937605729222,0.34139596025149027,0.8284326907253264,[0.90393761 0.98329595]
84,0.9659603260672608,0.32202953279018404,0.9341684601624469,[0.96596033 0.99467299],0.8976319631572086,0.34185056885083515,0.8247619522101898,[0.89763196 0.98408038]
85,0.9662547355819526,0.32195307850837707,0.9346561645822089,[0.96625474 0.9947114 ],0.8912068697531063,0.34175678292910255,0.8239291215755077,[0.89120687 0.98503881]
86,0.9665827939303879,0.3218559911847115,0.9353762234373255,[0.96658279 0.99477894],0.8957723155605206,0.34183778961499534,0.8244048020105972,[0.89577232 0.98420624]
87,0.9672703294446137,0.32168701002995176,0.93658917932593,[0.96727033 0.99487882],0.8950981565863234,0.34212445219357807,0.8228781703474479,[0.89509816 0.98416058]
88,0.966383012486537,0.3219191070397695,0.9349518420793523,[0.96638301 0.99473661],0.8929533810748065,0.34228305021921795,0.8222245804866101,[0.89295338 0.98416595]
89,0.9666941773452881,0.3218297862013181,0.9356083796487983,[0.96669418 0.99479631],0.8950773770711391,0.34213083585103354,0.8223960231347809,[0.89507738 0.9840533 ]
90,0.9685393087478641,0.32135758966207506,0.939023350880113,[0.96853931 0.9950877 ],0.8937153041382834,0.34191492597262063,0.8236231261514699,[0.8937153  0.98448557]
91,0.9693174341208658,0.3211586446563403,0.940569724945762,[0.96931743 0.99521575],0.8965657023502369,0.34188560048739114,0.8243020526148223,[0.8965657 0.984062 ]
92,0.9696534454547655,0.3210700591405233,0.9412132856209382,[0.96965345 0.99527149],0.8932733542079372,0.34196334282557167,0.8235419530769742,[0.89327335 0.98462683]
93,0.9697968008811775,0.3210431796312332,0.9414747662561886,[0.9697968  0.99528759],0.8990439340965329,0.3421205818653107,0.8236942285330151,[0.89904393 0.98339462]
94,0.9700440025594684,0.320966583887736,0.9419324206597067,[0.970044   0.99533332],0.893282364163315,0.3423770844936371,0.8212880124031591,[0.89328236 0.9840742 ]
95,0.970439399749528,0.3208789751927058,0.9426292551557515,[0.9704394  0.99538381],0.8952426136138947,0.3422509531180064,0.8226020462305944,[0.89524261 0.98401844]
96,0.9705500959310142,0.3208424497644107,0.9429279764519892,[0.9705501  0.99541309],0.8954472049482618,0.34222886761029564,0.8233396819383996,[0.8954472  0.98408976]
97,0.9708577197268619,0.3207798316081365,0.9433707215927162,[0.97085772 0.99544332],0.8971770721202504,0.3423801640669505,0.8228915374100836,[0.89717707 0.98342016]
98,0.9713255713134447,0.3206479904055595,0.9443539013737402,[0.97132557 0.99552933],0.9008915092310963,0.3423747718334198,0.8220431405567833,[0.90089151 0.98260612]
99,0.9719061881509314,0.32050090432167055,0.9454293338117852,[0.97190619 0.99561904],0.8989634597602425,0.34209792613983153,0.8236219515573604,[0.89896346 0.98349517]
100,0.9733136232699596,0.3201454218228658,0.948145689800351,[0.97331362 0.99584773],0.8958101647228928,0.34258265097935997,0.823159287575276,[0.89581016 0.98379651]
101,0.9746669995634867,0.31981878211100895,0.9507580845691539,[0.974667   0.99606054],0.8982720809505452,0.34248461524645485,0.8222428998381477,[0.89827208 0.98318604]
102,0.9751931171979552,0.3196816431482633,0.9517733860028417,[0.97519312 0.99615003],0.8922466785521438,0.342583421866099,0.8211680601262993,[0.89224668 0.98423272]
103,0.9754781953033872,0.3196115943789482,0.9523480446993915,[0.9754782  0.99619981],0.897550076790491,0.3425271193186442,0.8224600770487207,[0.89755008 0.98338854]
104,0.9756309719649825,0.31957081238428753,0.9526259730600121,[0.97563097 0.99622503],0.8925196630673178,0.3427945375442505,0.8206307933655802,[0.89251966 0.98392624]
105,0.9757655677708166,0.31953441381454467,0.9529107972689843,[0.97576557 0.99624663],0.895705318557403,0.3427377502123515,0.8222314812893515,[0.89570532 0.98351037]
106,0.9759428979047836,0.31948790470759075,0.953243859559396,[0.9759429  0.99627688],0.8982945515773454,0.3427504201730092,0.8224081210041817,[0.89829455 0.98326009]
107,0.9761968859251228,0.3194307872653008,0.9537063618923236,[0.97619689 0.99631126],0.8892952666862832,0.3431344568729401,0.8181096491996583,[0.88929527 0.98412737]
108,0.9764015738170967,0.31937862167755765,0.9541166130165398,[0.97640157 0.9963448 ],0.8944531064863077,0.3429073870182037,0.8200327728643809,[0.89445311 0.98342837]
109,0.976593095571381,0.31932689309120177,0.9544972617373403,[0.9765931  0.99637905],0.8956923830299769,0.3429196874300639,0.8209881969604454,[0.89569238 0.98334859]
110,0.9766385988328741,0.31930370777845385,0.9546202642748316,[0.9766386  0.99639287],0.8954724069754073,0.3429124434789022,0.8194449002051188,[0.89547241 0.98309894]
111,0.9769595116347702,0.31923216839631396,0.9552143909779169,[0.97695951 0.99643872],0.893127304288501,0.34310001134872437,0.8192184901406214,[0.8931273  0.98357639]
112,0.9772392430786321,0.31916035324335096,0.9557428503111324,[0.97723924 0.99648331],0.8956242666348759,0.3430339515209198,0.8203903428489717,[0.89562427 0.98327482]
113,0.9774060162917964,0.31911458720763525,0.956075204270102,[0.97740602 0.99651106],0.8958018405130981,0.34306883414586387,0.8203227285076384,[0.89580184 0.98315964]
114,0.9776354080762502,0.3190619012713432,0.9565057953692225,[0.97763541 0.99654484],0.8940840356276388,0.3430462340513865,0.8206416188245846,[0.89408404 0.98372098]
115,0.9777485538469216,0.3190252371629079,0.9567608349291237,[0.97774855 0.99656945],0.8933243558751838,0.34317618012428286,0.8189247690607117,[0.89332436 0.98332315]
116,0.9779266975036596,0.3189828872680664,0.9570655161101456,[0.9779267  0.99659295],0.8952429854042232,0.3431697944800059,0.819929078442002,[0.89524299 0.98319766]
